"Target String","URL Safe String","User","Hub","Submission Form","Description","Data","Thank you Messagte","Redirect Page URL","Confirmation from Email","Confirmation from Name","Confirmation Email Subject","Confirmation Emali Body","Submission Button Label"
".com",".com","Online Solutions","Baltimore - OBS","Financial Advisor Opportunities","INSERT TEXT HERE","{""fields"":[{""label"":""Name:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium"",""description"":""Please add your full name to the field above""},""cid"":""c1""},{""label"":""Current Firm:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c5""},{""label"":""Personal Email:"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c9""},{""label"":""Mobile Phone #:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c13""},{""label"":""Best time to call:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c17""}]}","<p>Thank you for your interest, we will be in touch as soon as we review your application.</p>","","mike.crowell@rbc.com","Mike Crowell","Thank you for your interest in the Financial Advisor opportunity.","<p>Thank you for your interest in the Financial Advisor opportunity. We will get back to you as soon as possible.</p>",""
".com",".com","Lee Edgcomb","Edgcomb Financial Advisors","Simplify it for Me.","We try to keep the sign-up process simple as well. Just fill out the form, and you will be added to our distribution list.","{""fields"":[{""label"":""First Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium"",""description"":""""},""cid"":""c25""},{""label"":""Last Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium"",""description"":"""",""maxlength"":""250""},""cid"":""c29""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c17""},{""label"":""Topic Submission"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""medium"",""description"":""The way this informal periodical keeps running is through topic submissions of real business owners, professionals, and tradesmen. We want to know what you want to know. \n\nTopics will be answered in a generalized fashion with the key aim being education. Not all topics are selected for publication.  ""},""cid"":""c14""}]}","<p>Thank you for your submission. You have been added to the distribution&nbsp;list. I appreciate your interest in learning more about your financial world. Enjoy!&nbsp;&nbsp;&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Chris Edgcomb, RICP&reg;&nbsp;</p>

<p>Financial Advisor</p>

<p>&nbsp;</p>

<p>&nbsp;</p>","","chris.edgcomb@rbc.com","Chris Edgcomb, RICP® - Financial Advisor","Thank you for your interest in,","<p><img alt="""" src=""/documents/520643/520657/SIMPLIFY+IT+FOR+ME.jpg/51a28606-79b9-4d77-978b-34821bf55711?t=1542198473000"" style=""width: 651px; height: 335px;"" /></p>

<p>&nbsp;</p>

<p>{{First Name}},</p>

<p>&nbsp;</p>

<p>I&#39;m delighted that you have honored me by signing up for, <a href=""https://us.rbcwealthmanagement.com/edgcomb/"" target=""_blank"">&quot;Simplify&nbsp;it for Me.&quot;</a> Thank you for your interest, and desire to learn more about a variety of subjects effecting business owners and professionals in the Greater Rochester and Buffalo areas. This is an &quot;informal,&quot; periodical, the topics are crowd-sourced,&nbsp;and you have been added to the distribution list!</p>

<p>&nbsp;</p>

<p>The initial letter is available below. The topic that I received the most submissions for was regarding diversification. Click the link below to be redirected.</p>

<p>&nbsp;</p>

<p><a href=""https://us.rbcwealthmanagement.com/edgcomb/"" target=""_blank"">&quot;Diversify, diversify, diversify.&quot;</a> - A word thrown around often with seemingly endless definitions. We dig into what diversification is, isn&#39;t, and why it is valuable to total return over a long horizon.&nbsp;</p>

<p>&nbsp;</p>

<p>Enjoy, and keep an eye out for more in the next installment!</p>

<p>&nbsp;</p>

<p>Cheers,</p>

<p>&nbsp;</p>

<p>Chris Edgcomb, RICP<sup>&reg;</sup></p>

<p>Financial Advisor</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>Learn more about <a href=""https://us.rbcwealthmanagement.com/edgcomb/"" target=""_blank"">Edgcomb&nbsp;Financial Advisors</a>&nbsp;- a father-son partnership focused on retirement income planning for professionals and business owners in Rochester and Buffalo.&nbsp;</p>

<p>&nbsp;</p>

<p>Be sure to check out our social media. <a href=""https://www.linkedin.com/in/edgcombfinancialadvisors/"" target=""_blank"">LinkedIn</a> | <a href=""https://www.facebook.com/chris.edgcomb"" target=""_blank"">Facebook</a></p>","Sign me up!"
".com",".com","Stephen A Drake","The Drake Group","Sign up for our monthly e-mail","Please fill out the fields below to receive our monthly e-mail. We will cover a variety of topics designed to increase your financial wisdom.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c4""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c1""},{""label"":""I am interested in receiving a complimentary wealth managment plan"",""field_type"":""checkboxes"",""required"":false,""field_options"":{""options"":[{""label"":""Yes"",""checked"":false}]},""cid"":""c8""}]}","<p>Your Submission has been received!</p>","","drakegroup@rbc.com","The Drake Group","Thank you for subscribing!","<p><span style=""font-size:14px;"">{{Name}},</span></p>

<p>&nbsp;</p>

<p><span style=""font-size:14px;"">Thank you for subscribing to&nbsp;<em>Financial wisdom for investment success.&nbsp;</em>A monthly email that will teach important investment lessons to prepare you for and guide you in retirement.</span></p>

<p>&nbsp;</p>

<p><span style=""font-size:14px;"">Best regards,</span></p>

<p><span style=""font-size:14px;"">The Drake Group</span></p>",""
".com",".com","Geoff H Brent","The Brent Group","Contact","Please complete the following form to request more information. *indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Address"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c13""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c58""}]}","","","thebrentgroup@rbc.com","The Brent Group","A message from The Brent Group","<p>Thank you for your inquiry! We will be reaching out to you shortly with the contact information provided.&nbsp;</p>

<p>&nbsp;</p>

<p>Kindest Regards,</p>

<p>The Brent Group&nbsp;</p>",""
".com",".com","Justin Gervais","Justin Gervais, AIF®, CFP®","Financial Advisor Contact","Please complete the following form to request more information. *indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c58""}]}","","","justin.gervais@rbc.com","Justin Gervais","Thanks for the Inquiry!","<p>Thank you!&nbsp; Your message has been received!&nbsp; We will follow up shortly, in the mean time feel free to reach out to me directly&nbsp;at 651-430-5514.</p>",""
".com",".com","Eric Schulze","Eric Schulze","Contact","Larson Schulze Investment Team","{""fields"":[{""label"":""Contact"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c38""},{""label"":""Direct"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c42""}]}","","","brandon.dill@rbc.com","Brandon Dill","Thank you!","<p><span style=""font-size: 12px;"">Thank you for contacting us - we will be in touch soon!</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 12px;"">Sincerely,</span></p>

<p>&nbsp;</p>

<p><span style=""font-size: 12px;"">The Larson Schulze Investment Team</span></p>

<p><span style=""font-size: 12px;"">RBC Wealth Management</span></p>",""
".com",".com","Adam Garen","Adam Garen","Get in touch","Please complete the following form to request more information. Thank You!","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c58""}]}","<p>Thanks for getting in touch! You&#39;ll hear from me shortly.</p>

<p>&nbsp;</p>

<p>In the meantime, I invite you to visit this page, outlining <a href=""https://us.rbcwealthmanagement.com/adamgaren/client-experience"">what you&#39;ll experience</a>&nbsp;with me and RBC.</p>

<p>&nbsp;</p>

<p>All the Best,</p>

<p>&nbsp;</p>

<p>Adam</p>","","adam.garen@rbc.com","Adam Garen","Thanks for Getting in Touch!","<p>Hello,</p>

<p>&nbsp;</p>

<p>Thanks for reaching out. You&#39;ll hear&nbsp;from me shortly.</p>

<p>&nbsp;</p>

<p>All the Best,</p>

<p>&nbsp;</p>

<p>Adam</p>",""
".com",".com","Lee Edgcomb","Edgcomb Financial Advisors","The Edgcomb Financial Advisors Email List","This is Edgcomb Financial Advisor's mixed bag of pieces, delivered by email and written by Chris and Lee at Edgcomb Financial Advisors. We tackle an array of financial topics including: Financial planning, retirement income, behavioral investment management concepts, current events, analysis, and education. Bottom line is that we try to simplify the complex, and we will do it here - with humor - topic by topic.

Remember, we are trying to provide content that is valuable to Rochester business owners and professionals. Please take a moment to make some topic requests, or even specific questions. Who knows? Perhaps the answer to your topic/question will show up in your inbox...

Cheers,
Chris & Lee - Edgcomb Financial Advisors","{""fields"":[{""label"":""First Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c5""},{""label"":""Last Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c9""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c13""},{""label"":""Which topics are you interested in?"",""field_type"":""checkboxes"",""required"":true,""field_options"":{""options"":[{""label"":""Financial Planning"",""checked"":false},{""label"":""Retirement Income Planning"",""checked"":false},{""label"":""Behavioral investment coaching"",""checked"":false},{""label"":""Tax efficient investing"",""checked"":false},{""label"":""I'm a plan sponsor - fiduciary requirements"",""checked"":false},{""label"":""I'm a plan sponsor - participant education 404(c)"",""checked"":false},{""label"":""Market commentary"",""checked"":false}]},""cid"":""c21""},{""label"":""Select the option that best describes you:"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""I'm a Rochester/Buffalo Business Owner"",""checked"":false},{""label"":""I'm and executive at a Rochester/Buffalo Corporation"",""checked"":false},{""label"":""I'm provide professional services in Rochester/Buffalo"",""checked"":false},{""label"":""I'm an employee of a Rochester/Buffalo small business"",""checked"":false}]},""cid"":""c19""},{""label"":""How did you find us?"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""Social media"",""checked"":false},{""label"":""Seach engine"",""checked"":false},{""label"":""Direct email from Edgcomb Financial Advisors"",""checked"":false},{""label"":""Word of mouth"",""checked"":false}],""include_blank_option"":false},""cid"":""c25""},{""label"":""Is there anything specific you would like us to write about?"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""medium"",""maxlength"":""600"",""description"":""Perhaps you will see it in an upcoming newsletter...""},""cid"":""c34""}]}","<h2 style=""text-align: center;"">Thank you for your submission!</h2>

<p class=""ckePara"" style=""text-align: center;"">You will be receiving an email confirming your submission shortly.</p>

<p class=""ckePara"" style=""text-align: center;"">&nbsp;</p>

<p class=""ckePara"" style=""text-align: center;"">- &nbsp;Chris and Lee</p>

<p class=""ckePara"" style=""text-align: center;"">Edgcomb&nbsp;Financial Advisors</p>","","chris.edgcomb@rbc.com","Chris Edgcomb, RICP®","Welcome to the newsletter from Edgcomb Financial Advisors","<p>Hello&nbsp;{{First Name}},</p>

<p>&nbsp;</p>

<p>Thank you for signing up for the Edgcomb&nbsp;Financial Advisors email list!&nbsp;</p>

<p>&nbsp;</p>

<p>We&#39;re certainly excited. Hopefully you are as well. We wanted to create something that provides a wide range of topics meant to simplify the complex&nbsp;without boring you to tears. We&nbsp;think we have done that successfully through the email medium, and we hope you enjoy it.</p>

<p>&nbsp;</p>

<p>We&#39;ll send new publications to your email&nbsp;- {{Email}} - monthly. Click&nbsp;<a href=""http://us.rbcwealthmanagement.com/web/edgcomb/newsletter"" target=""_blank"">here</a> to be redirected to our newsletter repository.&nbsp;<br />
&nbsp;</p>

<p>Cheers,</p>

<p>Chris Edgcomb, RICP<sup>&reg;</sup>&nbsp;&amp; Lee Edgcomb, CFP<sup>&reg;</sup>, CIMA<sup>&reg;</sup>, RMA<sup>&reg;</sup></p>

<p>Edgcomb&nbsp;Financial Advisors at&nbsp;RBC Wealth Management</p>","Sign me up!"
".com",".com","Lee Edgcomb","Edgcomb Financial Advisors","Team Edgcomb Email Sign-up","This is Edgcomb Financial Advisor's mixed bag of pieces, delivered by email and written by Chris and Lee at Edgcomb Financial Advisors. We tackle an array of financial topics including: Financial planning, retirement income, behavioral investment management concepts, current events, analysis, and education. Bottom line is that we try to simplify the complex, and we will do it here - with humor - topic by topic.

Remember, we are trying to provide content that is valuable to Rochester business owners and professionals. Please take a moment to make some topic requests, or even specific questions. Who knows? Perhaps the answer to your topic/question will show up in your inbox...

Cheers,
Chris & Lee - Edgcomb Financial Advisors","{""fields"":[{""label"":""First Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c5""},{""label"":""Last Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""medium""},""cid"":""c9""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c13""},{""label"":""Select the option that best describes you:"",""field_type"":""radio"",""required"":true,""field_options"":{""options"":[{""label"":""I'm a Rochester/Buffalo Small Business Owner"",""checked"":false},{""label"":""I'm and executive at a Rochester/Buffalo Corporation"",""checked"":false},{""label"":""I'm provide professional services in Rochester/Buffalo"",""checked"":false},{""label"":""I'm an employee of a Rochester/Buffalo small business"",""checked"":false},{""label"":""Just interested in learning more"",""checked"":false}]},""cid"":""c19""},{""label"":""How did you find us?"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""Social media"",""checked"":false},{""label"":""Seach engine"",""checked"":false},{""label"":""Direct email from Edgcomb Financial Advisors"",""checked"":false},{""label"":""Word of mouth"",""checked"":false}],""include_blank_option"":false},""cid"":""c25""},{""label"":""Is there anything specific you would like us to write about?"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""medium"",""maxlength"":""600"",""description"":""Perhaps you will see it in an upcoming newsletter...""},""cid"":""c34""}]}","<h2 style=""text-align: center;"">Thank you for your submission!</h2>

<p class=""ckePara"" style=""text-align: center;"">You will be receiving an email confirming your submission shortly.</p>

<p class=""ckePara"" style=""text-align: center;"">&nbsp;</p>

<p class=""ckePara"" style=""text-align: center;"">- &nbsp;Chris and Lee</p>

<p class=""ckePara"" style=""text-align: center;"">Edgcomb&nbsp;Financial Advisors</p>","","chris.edgcomb@rbc.com","Chris Edgcomb, RICP®","Welcome to Team Edgcomb Email!","<p>Hello&nbsp;{{First Name}},</p>

<p>&nbsp;</p>

<p>Thank you for signing up for the Team Edgcomb&nbsp;Email!&nbsp;</p>

<p>&nbsp;</p>

<p>We&#39;re certainly excited. Hopefully you are as well. We wanted to create something that provides education,&nbsp;insight, and commentary on&nbsp;a wide range of topics. The key aim being&nbsp;to simplify the complex&nbsp;without boring you to tears. We&nbsp;think we have done that successfully through this email medium, and we hope you enjoy it!</p>

<p>&nbsp;</p>

<p>We&#39;ll send new publications to your email&nbsp;- {{Email}} - monthly. Click&nbsp;<a href=""http://us.rbcwealthmanagement.com/web/edgcomb/newsletter"" target=""_blank"">here</a> to be redirected to our newsletter repository.&nbsp;<br />
&nbsp;</p>

<p>Cheers,</p>

<p>Chris Edgcomb, RICP<sup>&reg;</sup>&nbsp;&amp; Lee Edgcomb, CFP<sup>&reg;</sup>, CIMA<sup>&reg;</sup>, RMA<sup>&reg;</sup></p>

<p>Edgcomb&nbsp;Financial Advisors at&nbsp;RBC Wealth Management</p>","Sign me up!"
".com",".com","Blaine Christensen","Blaine Christensen","Let's start planning","Whether you're a current client who would like to review your portfolio, or a potential client that would like to learn more about my approach, I would love to hear from you.  To set up a consultation, please complete the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c1""},{""label"":""E-mail"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c5""},{""label"":""Specific planning or financial topics"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large"",""description"":"""",""maxlength"":""500""},""cid"":""c9""}]}","<p>Thank you!</p>","","blaine.christensen@rbc.com","Blaine W. Christensen","Thanks for reaching out!","<p>Hi&nbsp;{{Name}},</p>

<p>&nbsp;</p>

<p>&nbsp; Thank you so much for reaching out.&nbsp; I look forward to speaking with you soon.</p>

<p>&nbsp;</p>

<p>Thanks,<br />
Blaine<a name=""_MailAutoSig""></a></p>

<p>&nbsp;</p>

<p><a name=""_MailAutoSig""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:black"">Blaine W. Christensen<br />
First Vice President - Financial Advisor, Consulting Group<br />
RBC Wealth Management<br />
200 S Center St.<br />
Casper, WY 82601<br />
P: (307) 237-1400 | F: (307) 235-2151<br />
Toll Free: (800) 234-3246</span></span></span></a><br />
<i><span style=""font-family:&quot;Corbel&quot;,sans-serif""><span style=""color:navy"">&rdquo;Bull markets are born on pessimism, grow on skepticism, mature on optimism, and die on euphoria.&rdquo;</span></span></i><br />
<span style=""font-family:&quot;Corbel&quot;,sans-serif""><b><i><span style=""color:navy"">-Sir John Templeton</span></i></b></span></p>

<p><i><span style=""font-family:&quot;Corbel&quot;,sans-serif""><span style=""color:#6e500a"">&ldquo;Be fearful when others are greedy. Be greedy when others are fearful.&rdquo;<br />
<b>-Warren Buffett</b></span></span></i></p>",""
".com",".com","Reva Shakkottai","Manhattan Beach","Let's start the conversation","If you would like to discuss anything in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c5""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c9""}]}","","","reva.shakkottai@rbc.com","Reva Shakkottai","Thank you for your message","<p>You will get a response within 24 hours.</p>",""
".com",".com","Reva Shakkottai","Reva Shakkottai, CFA","Let's start the conversation","If you'd like to discuss anything you learn about here in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c2""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c6""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c10""}]}","","","reva.shakkottai@rbc.com","Reva Shakkottai","Thank you for your message","<p>You will get a response within 24 hours.</p>",""
".com",".com","Mark W Lininger","Specialized Strategies Group","Let's start the conversation","If you would like to discuss anything in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c1""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c5""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c9""}]}","","","reva.shakkottai@rbc.com","Reva Shakkottai","Thank you for your message","<p>You will get a response within 24 hours.</p>",""
".com",".com","Rea Mayer","The Specialized Strategies Group","Let's start the conversation","If you would like to discuss anything in more detail, please fill out the form below.","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c1""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c5""},{""label"":""Comments"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c9""}]}","","","reva.shakkottai@rbc.com","Reva Shakkottai","Thank you for your message","<p>You will get a response within 24 hours.</p>",""
".com",".com","Patricia Thorpe","Krause & Thorpe Wealth Management Team","Learn More","Please complete the following form to request more information. *indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":false,""field_options"":{""size"":""large""},""cid"":""c52""},{""label"":""About You"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""Net worth"",""checked"":false},{""label"":""yearly income over $200k"",""checked"":false},{""label"":""I receive/have company stock"",""checked"":false}],""include_blank_option"":false,""description"":""This is to better serve you""},""cid"":""c37""}]}","<p>Thank you for your inquiry. We look forward to connecting with you shortly.</p>","","heather.krause@rbc.com","Heather Krause","Thank you for your inquiry.","<p>We look forward to&nbsp;speaking with you soon.&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Heather &amp; Pat</p>",""
".com",".com","Patricia Thorpe","Krause & Thorpe Wealth Management Team","Let's start the conversation","Please complete the following information for us to better serve you. 
*indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c25""},{""label"":""Address"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c100""},{""label"":""City, State, Zip"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c256""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c29""},{""label"":""Phone Number"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c105""},{""label"":""Best time to contact you"",""field_type"":""paragraph"",""required"":true,""field_options"":{""size"":""small"",""description"":""""},""cid"":""c109""},{""label"":""About you"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""Net Worth"",""checked"":false},{""label"":""Income of $200k or more"",""checked"":false}],""include_blank_option"":false,""description"":""""},""cid"":""c121""}]}","<p>Thank you for your inquiry. We look forward to connecting with you shortly.</p>","","heather.krause@rbc.com","Heather Krause","Thanks for contacting us.","<p>We look forward to speaking with you soon.&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Heather &amp; Pat</p>",""
".com",".com","Joseph LaValle","The LaValle Investment Group","RSVP to:  Extended Care - LTC Event","RSVP to the LTC Event","{""fields"":[{""label"":""First Name:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c5""},{""label"":""Last Name:"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""small""},""cid"":""c9""},{""label"":""Preferred Email Address:"",""field_type"":""email"",""required"":true,""field_options"":{},""cid"":""c14""},{""label"":""Total Number Attending (Including Yourself):"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""1"",""checked"":true},{""label"":""2"",""checked"":false},{""label"":""3"",""checked"":false},{""label"":""4"",""checked"":false}],""include_blank_option"":true},""cid"":""c16""},{""label"":""Comments:"",""field_type"":""paragraph"",""required"":false,""field_options"":{""size"":""small""},""cid"":""c26""}]}","<h4>Thank you for your RSVP, we look forward to seeing you at the event!</h4>","","LaValleInvestmentGroup@rbc.com","The LaValle Investment Group","Thank you for your RSVP!","<h4>{{First Name:}}&nbsp;{{Last Name:}} thank you for your RSVP, we are saving&nbsp;{{Total Number Attending (Including Yourself):}} spaces for you.</h4>

<h5>&nbsp;</h5>

<p>Please don&#39;t hesitate to call or&nbsp;email with any questions.&nbsp; If you would like to have a Long Term Care illustration ran for you before the event please respond to this email with your phone number and a good time to reach you.</p>

<h5>&nbsp;</h5>

<h4>We look forward to seeing you at the event!</h4>

<h5>&nbsp;</h5>

<h3>The LaValle&nbsp;Investment Group</h3>

<p><a href=""http://us.rbcwealthmanagement.com/lavallegroup"">Website</a>&nbsp; |&nbsp; <a href=""http://us.rbcwealthmanagement.com/lavallegroup/contact"">Contact the Team</a></p>","RSVP Now"
".com",".com","Patricia Thorpe","Krause & Thorpe Wealth Management Team","Let's start the conversation","Please complete the following information for us to better serve you.
*indicates a required field","{""fields"":[{""label"":""Name"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large""},""cid"":""c1""},{""label"":""Address"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c5""},{""label"":""City, State, Zip"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c13""},{""label"":""Email"",""field_type"":""email"",""required"":true,""field_options"":{""description"":""""},""cid"":""c31""},{""label"":""Phone"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c41""},{""label"":""Best Time to Call"",""field_type"":""text"",""required"":true,""field_options"":{""size"":""large"",""description"":""""},""cid"":""c52""},{""label"":""Estimated Gross Income"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""$0 - $99,999"",""checked"":false},{""label"":""$100,000 - $199,999"",""checked"":false},{""label"":""$200,000 +"",""checked"":false}],""include_blank_option"":false,""description"":""""},""cid"":""c116""},{""label"":""Estimated Net Worth"",""field_type"":""dropdown"",""required"":true,""field_options"":{""options"":[{""label"":""$0 - $249,999"",""checked"":false},{""label"":""$250,000 - $499,999"",""checked"":false},{""label"":""$500,000 - $999,999"",""checked"":false},{""label"":""$1,000,000 - $1,499,999"",""checked"":false},{""label"":""$1,500,000 +"",""checked"":false}],""include_blank_option"":false,""description"":""""},""cid"":""c37""},{""label"":""Company Stock Recipient"",""field_type"":""checkboxes"",""required"":true,""field_options"":{""options"":[{""label"":""I receive company stock as part of my compensation"",""checked"":false},{""label"":""I own company stock"",""checked"":false}],""description"":""""},""cid"":""c121""}]}","<p>Thank you for your inquiry. We look forward to connecting with you shortly.</p>","","heather.krause@rbc.com","Heather Krause","Thank you for your inquiry.","<p>We look forward to&nbsp;speaking with you soon.&nbsp;</p>

<p>&nbsp;</p>

<p>Sincerely,</p>

<p>&nbsp;</p>

<p>Heather &amp; Pat</p>",""
